id,year_month,healthboard,department_type,attendance_greater8hrs,attendance_greater12hrs,diff_between_target_met_agg,diff_between_target_met_ep
15892,2020 Jul,NHS Fife,Minor Injury Unit or Other,0,0,1,1
15893,2020 Jul,NHS Forth Valley,Minor Injury Unit or Other,0,0,10,10
15894,2020 Jul,NHS Forth Valley,Emergency Department,4,0,260,260
15895,2020 Jul,NHS Grampian,Emergency Department,7,1,438,438
15896,2020 Jul,NHS Grampian,Emergency Department,0,0,19,19
15897,2020 Jul,NHS Grampian,Minor Injury Unit or Other,NA,NA,1,NA
15898,2020 Jul,NHS Grampian,Minor Injury Unit or Other,NA,NA,1,NA
15899,2020 Jul,NHS Grampian,Minor Injury Unit or Other,NA,NA,1,NA
15900,2020 Jul,NHS Grampian,Emergency Department,7,1,141,141
15901,2020 Jul,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
15902,2020 Jul,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,30,30
15903,2020 Jul,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,30,30
15904,2020 Jul,NHS Greater Glasgow and Clyde,Emergency Department,7,0,106,106
15905,2020 Jul,NHS Greater Glasgow and Clyde,Emergency Department,7,0,106,106
15906,2020 Jul,NHS Greater Glasgow and Clyde,Emergency Department,17,0,236,236
15907,2020 Jul,NHS Greater Glasgow and Clyde,Emergency Department,17,0,236,236
15908,2020 Jul,NHS Greater Glasgow and Clyde,Emergency Department,8,0,249,249
15909,2020 Jul,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,2,2
15910,2020 Jul,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,6,6
15911,2020 Jul,NHS Greater Glasgow and Clyde,Emergency Department,7,1,361,361
15912,2020 Jul,NHS Greater Glasgow and Clyde,Emergency Department,0,0,23,23
15913,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,5,NA
15914,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15915,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15916,2020 Jul,NHS Highland,Emergency Department,0,0,18,18
15917,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15918,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15919,2020 Jul,NHS Highland,Emergency Department,6,0,31,31
15920,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15921,2020 Jul,NHS Highland,Emergency Department,5,0,134,134
15922,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15923,2020 Jul,NHS Highland,Emergency Department,0,0,26,26
15924,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
15925,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15926,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15927,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15928,2020 Jul,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
15929,2020 Jul,NHS Lanarkshire,Emergency Department,35,5,402,402
15930,2020 Jul,NHS Lanarkshire,Emergency Department,14,1,286,286
15931,2020 Jul,NHS Lanarkshire,Emergency Department,14,1,286,286
15932,2020 Jul,NHS Lanarkshire,Emergency Department,55,6,464,464
15933,2020 Jul,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
15934,2020 Jul,NHS Lothian,Minor Injury Unit or Other,1,0,147,147
15935,2020 Jul,NHS Lothian,Emergency Department,11,0,176,176
15936,2020 Jul,NHS Lothian,Emergency Department,44,3,599,599
15937,2020 Jul,NHS Lothian,Emergency Department,1,0,68,68
15938,2020 Jul,NHS Orkney,Emergency Department,0,0,4,4
15939,2020 Jul,NHS Shetland,Emergency Department,0,0,2,2
15940,2020 Jul,NHS Tayside,Emergency Department,2,0,160,160
15941,2020 Jul,NHS Tayside,Emergency Department,2,0,160,160
15942,2020 Jul,NHS Tayside,Emergency Department,4,0,69,69
15943,2020 Jul,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
15944,2020 Jul,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
15945,2020 Jul,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
15946,2020 Jul,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
15947,2020 Jul,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
15948,2020 Jul,NHS Western Isles,Emergency Department,0,0,4,4
15949,2020 Jul,NHS Western Isles,Minor Injury Unit or Other,0,0,1,1
15950,2020 Aug,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,6,NA
15951,2020 Aug,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,1,NA
15952,2020 Aug,NHS Ayrshire and Arran,Emergency Department,52,2,384,384
15953,2020 Aug,NHS Ayrshire and Arran,Emergency Department,17,1,198,198
15954,2020 Aug,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
15955,2020 Aug,NHS Borders,Emergency Department,55,20,336,336
15956,2020 Aug,NHS Dumfries and Galloway,Emergency Department,11,0,67,67
15957,2020 Aug,NHS Dumfries and Galloway,Emergency Department,5,0,193,193
15958,2020 Aug,NHS Fife,Emergency Department,7,0,318,318
15959,2020 Aug,NHS Fife,Minor Injury Unit or Other,0,0,2,2
15960,2020 Aug,NHS Fife,Minor Injury Unit or Other,0,0,0,0
15961,2020 Aug,NHS Fife,Minor Injury Unit or Other,1,0,3,3
15962,2020 Aug,NHS Forth Valley,Minor Injury Unit or Other,0,0,16,16
15963,2020 Aug,NHS Forth Valley,Emergency Department,17,3,446,446
15964,2020 Aug,NHS Grampian,Emergency Department,25,1,460,460
15965,2020 Aug,NHS Grampian,Emergency Department,0,0,17,17
15966,2020 Aug,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
15967,2020 Aug,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
15968,2020 Aug,NHS Grampian,Minor Injury Unit or Other,NA,NA,2,NA
15969,2020 Aug,NHS Grampian,Emergency Department,9,1,132,132
15970,2020 Aug,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
15971,2020 Aug,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,26,26
15972,2020 Aug,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,26,26
15973,2020 Aug,NHS Greater Glasgow and Clyde,Emergency Department,8,0,167,167
15974,2020 Aug,NHS Greater Glasgow and Clyde,Emergency Department,8,0,167,167
15975,2020 Aug,NHS Greater Glasgow and Clyde,Emergency Department,39,0,329,329
15976,2020 Aug,NHS Greater Glasgow and Clyde,Emergency Department,39,0,329,329
15977,2020 Aug,NHS Greater Glasgow and Clyde,Emergency Department,10,0,311,311
15978,2020 Aug,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,1,1
15979,2020 Aug,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,13,13
15980,2020 Aug,NHS Greater Glasgow and Clyde,Emergency Department,28,0,771,771
15981,2020 Aug,NHS Greater Glasgow and Clyde,Emergency Department,0,0,57,57
15982,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15983,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,2,NA
15984,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15985,2020 Aug,NHS Highland,Emergency Department,0,0,14,14
15986,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15987,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15988,2020 Aug,NHS Highland,Emergency Department,2,0,29,29
15989,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15990,2020 Aug,NHS Highland,Emergency Department,14,1,324,324
15991,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15992,2020 Aug,NHS Highland,Emergency Department,1,0,49,49
15993,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15994,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15995,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15996,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15997,2020 Aug,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
15998,2020 Aug,NHS Lanarkshire,Emergency Department,54,5,744,744
15999,2020 Aug,NHS Lanarkshire,Emergency Department,36,4,458,458
16000,2020 Aug,NHS Lanarkshire,Emergency Department,36,4,458,458
16001,2020 Aug,NHS Lanarkshire,Emergency Department,52,1,725,725
16002,2020 Aug,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
16003,2020 Aug,NHS Lothian,Minor Injury Unit or Other,6,0,228,228
16004,2020 Aug,NHS Lothian,Emergency Department,17,2,251,251
16005,2020 Aug,NHS Lothian,Emergency Department,69,8,1102,1102
16006,2020 Aug,NHS Lothian,Emergency Department,0,0,104,104
16007,2020 Aug,NHS Orkney,Emergency Department,0,0,7,7
16008,2020 Aug,NHS Shetland,Emergency Department,0,0,8,8
16009,2020 Aug,NHS Tayside,Emergency Department,0,0,247,247
16010,2020 Aug,NHS Tayside,Emergency Department,0,0,247,247
16011,2020 Aug,NHS Tayside,Emergency Department,9,1,100,100
16012,2020 Aug,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16013,2020 Aug,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16014,2020 Aug,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16015,2020 Aug,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16016,2020 Aug,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
16017,2020 Aug,NHS Western Isles,Emergency Department,0,0,9,9
16018,2020 Aug,NHS Western Isles,Minor Injury Unit or Other,0,0,0,0
16019,2020 Sep,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,8,NA
16020,2020 Sep,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
16021,2020 Sep,NHS Ayrshire and Arran,Emergency Department,183,81,559,559
16022,2020 Sep,NHS Ayrshire and Arran,Emergency Department,28,6,196,196
16023,2020 Sep,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
16024,2020 Sep,NHS Borders,Emergency Department,55,21,360,360
16025,2020 Sep,NHS Dumfries and Galloway,Emergency Department,7,1,59,59
16026,2020 Sep,NHS Dumfries and Galloway,Emergency Department,4,1,144,144
16027,2020 Sep,NHS Fife,Emergency Department,4,0,239,239
16028,2020 Sep,NHS Fife,Minor Injury Unit or Other,0,0,1,1
16029,2020 Sep,NHS Fife,Minor Injury Unit or Other,0,0,2,2
16030,2020 Sep,NHS Fife,Minor Injury Unit or Other,0,0,1,1
16031,2020 Sep,NHS Forth Valley,Minor Injury Unit or Other,0,0,5,5
16032,2020 Sep,NHS Forth Valley,Emergency Department,18,3,540,540
16033,2020 Sep,NHS Grampian,Emergency Department,19,2,455,455
16034,2020 Sep,NHS Grampian,Emergency Department,0,0,29,29
16035,2020 Sep,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
16036,2020 Sep,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
16037,2020 Sep,NHS Grampian,Minor Injury Unit or Other,NA,NA,3,NA
16038,2020 Sep,NHS Grampian,Emergency Department,2,0,95,95
16039,2020 Sep,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,1,0,15,15
16040,2020 Sep,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,1,0,15,15
16041,2020 Sep,NHS Greater Glasgow and Clyde,Emergency Department,5,0,136,136
16042,2020 Sep,NHS Greater Glasgow and Clyde,Emergency Department,5,0,136,136
16043,2020 Sep,NHS Greater Glasgow and Clyde,Emergency Department,44,2,341,341
16044,2020 Sep,NHS Greater Glasgow and Clyde,Emergency Department,44,2,341,341
16045,2020 Sep,NHS Greater Glasgow and Clyde,Emergency Department,13,0,444,444
16046,2020 Sep,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,0,0
16047,2020 Sep,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,7,7
16048,2020 Sep,NHS Greater Glasgow and Clyde,Emergency Department,28,0,706,706
16049,2020 Sep,NHS Greater Glasgow and Clyde,Emergency Department,0,0,79,79
16050,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
16051,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
16052,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16053,2020 Sep,NHS Highland,Emergency Department,3,0,24,24
16054,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,7,NA
16055,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16056,2020 Sep,NHS Highland,Emergency Department,6,0,43,43
16057,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16058,2020 Sep,NHS Highland,Emergency Department,7,0,262,262
16059,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16060,2020 Sep,NHS Highland,Emergency Department,1,0,26,26
16061,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
16062,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16063,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16064,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16065,2020 Sep,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16066,2020 Sep,NHS Lanarkshire,Emergency Department,51,6,753,753
16067,2020 Sep,NHS Lanarkshire,Emergency Department,35,5,548,548
16068,2020 Sep,NHS Lanarkshire,Emergency Department,35,5,548,548
16069,2020 Sep,NHS Lanarkshire,Emergency Department,57,11,644,644
16070,2020 Sep,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
16071,2020 Sep,NHS Lothian,Minor Injury Unit or Other,25,0,325,325
16072,2020 Sep,NHS Lothian,Emergency Department,32,8,356,356
16073,2020 Sep,NHS Lothian,Emergency Department,143,31,1299,1299
16074,2020 Sep,NHS Lothian,Emergency Department,2,0,108,108
16075,2020 Sep,NHS Orkney,Emergency Department,0,0,7,7
16076,2020 Sep,NHS Shetland,Emergency Department,0,0,7,7
16077,2020 Sep,NHS Tayside,Emergency Department,3,0,247,247
16078,2020 Sep,NHS Tayside,Emergency Department,3,0,247,247
16079,2020 Sep,NHS Tayside,Emergency Department,4,0,64,64
16080,2020 Sep,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16081,2020 Sep,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16082,2020 Sep,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16083,2020 Sep,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16084,2020 Sep,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
16085,2020 Sep,NHS Western Isles,Emergency Department,0,0,10,10
16086,2020 Sep,NHS Western Isles,Minor Injury Unit or Other,0,0,1,1
16087,2020 Oct,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,3,NA
16088,2020 Oct,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
16089,2020 Oct,NHS Ayrshire and Arran,Emergency Department,173,74,603,603
16090,2020 Oct,NHS Ayrshire and Arran,Emergency Department,105,36,422,422
16091,2020 Oct,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
16092,2020 Oct,NHS Borders,Emergency Department,14,0,243,243
16093,2020 Oct,NHS Dumfries and Galloway,Emergency Department,8,2,53,53
16094,2020 Oct,NHS Dumfries and Galloway,Emergency Department,2,0,159,159
16095,2020 Oct,NHS Fife,Emergency Department,4,0,360,360
16096,2020 Oct,NHS Fife,Minor Injury Unit or Other,0,0,1,1
16097,2020 Oct,NHS Fife,Minor Injury Unit or Other,0,0,0,0
16098,2020 Oct,NHS Fife,Minor Injury Unit or Other,1,0,1,1
16099,2020 Oct,NHS Forth Valley,Minor Injury Unit or Other,0,0,3,3
16100,2020 Oct,NHS Forth Valley,Emergency Department,11,1,334,334
16101,2020 Oct,NHS Grampian,Emergency Department,38,4,609,609
16102,2020 Oct,NHS Grampian,Emergency Department,0,0,14,14
16103,2020 Oct,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
16104,2020 Oct,NHS Grampian,Minor Injury Unit or Other,NA,NA,2,NA
16105,2020 Oct,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
16106,2020 Oct,NHS Grampian,Emergency Department,20,1,196,196
16107,2020 Oct,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,3,0,17,17
16108,2020 Oct,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,3,0,17,17
16109,2020 Oct,NHS Greater Glasgow and Clyde,Emergency Department,23,1,166,166
16110,2020 Oct,NHS Greater Glasgow and Clyde,Emergency Department,23,1,166,166
16111,2020 Oct,NHS Greater Glasgow and Clyde,Emergency Department,82,0,541,541
16112,2020 Oct,NHS Greater Glasgow and Clyde,Emergency Department,82,0,541,541
16113,2020 Oct,NHS Greater Glasgow and Clyde,Emergency Department,125,13,914,914
16114,2020 Oct,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,1,1
16115,2020 Oct,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,2,2
16116,2020 Oct,NHS Greater Glasgow and Clyde,Emergency Department,173,10,1294,1294
16117,2020 Oct,NHS Greater Glasgow and Clyde,Emergency Department,0,0,44,44
16118,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16119,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
16120,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16121,2020 Oct,NHS Highland,Emergency Department,3,0,27,27
16122,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,7,NA
16123,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16124,2020 Oct,NHS Highland,Emergency Department,1,0,36,36
16125,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16126,2020 Oct,NHS Highland,Emergency Department,11,0,266,266
16127,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16128,2020 Oct,NHS Highland,Emergency Department,0,0,28,28
16129,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,2,NA
16130,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16131,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16132,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,12,NA
16133,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16134,2020 Oct,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16135,2020 Oct,NHS Lanarkshire,Emergency Department,132,24,954,954
16136,2020 Oct,NHS Lanarkshire,Emergency Department,87,23,841,841
16137,2020 Oct,NHS Lanarkshire,Emergency Department,87,23,841,841
16138,2020 Oct,NHS Lanarkshire,Emergency Department,155,30,790,790
16139,2020 Oct,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
16140,2020 Oct,NHS Lothian,Minor Injury Unit or Other,18,2,304,304
16141,2020 Oct,NHS Lothian,Emergency Department,56,9,466,466
16142,2020 Oct,NHS Lothian,Emergency Department,153,14,1180,1180
16143,2020 Oct,NHS Lothian,Emergency Department,4,1,89,89
16144,2020 Oct,NHS Orkney,Emergency Department,2,1,29,29
16145,2020 Oct,NHS Shetland,Emergency Department,0,0,4,4
16146,2020 Oct,NHS Tayside,Emergency Department,3,0,133,133
16147,2020 Oct,NHS Tayside,Emergency Department,3,0,133,133
16148,2020 Oct,NHS Tayside,Emergency Department,2,0,22,22
16149,2020 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16150,2020 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16151,2020 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16152,2020 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
16153,2020 Oct,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
16154,2020 Oct,NHS Western Isles,Emergency Department,0,0,13,13
16155,2020 Oct,NHS Western Isles,Minor Injury Unit or Other,0,0,0,0
16156,2020 Nov,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,6,NA
16157,2020 Nov,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,1,NA
16158,2020 Nov,NHS Ayrshire and Arran,Emergency Department,185,68,616,616
16159,2020 Nov,NHS Ayrshire and Arran,Emergency Department,148,46,488,488
16160,2020 Nov,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
16161,2020 Nov,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
16162,2020 Nov,NHS Borders,Emergency Department,33,7,264,264
16163,2020 Nov,NHS Dumfries and Galloway,Emergency Department,14,4,71,71
16164,2020 Nov,NHS Dumfries and Galloway,Emergency Department,3,0,142,142
16165,2020 Nov,NHS Fife,Emergency Department,31,0,417,417
16166,2020 Nov,NHS Fife,Minor Injury Unit or Other,0,0,3,3
16167,2020 Nov,NHS Fife,Minor Injury Unit or Other,0,0,0,0
16168,2020 Nov,NHS Fife,Minor Injury Unit or Other,0,0,6,6
16169,2020 Nov,NHS Forth Valley,Minor Injury Unit or Other,0,0,2,2
16170,2020 Nov,NHS Forth Valley,Emergency Department,26,12,292,292
16171,2020 Nov,NHS Grampian,Emergency Department,47,3,544,544
16172,2020 Nov,NHS Grampian,Emergency Department,2,0,16,16
16173,2020 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
16174,2020 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
16175,2020 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
16176,2020 Nov,NHS Grampian,Emergency Department,4,0,105,105
16177,2020 Nov,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,2,0,28,28
16178,2020 Nov,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,2,0,28,28
16179,2020 Nov,NHS Greater Glasgow and Clyde,Emergency Department,19,0,157,157
16180,2020 Nov,NHS Greater Glasgow and Clyde,Emergency Department,19,0,157,157
16181,2020 Nov,NHS Greater Glasgow and Clyde,Emergency Department,49,1,397,397
16182,2020 Nov,NHS Greater Glasgow and Clyde,Emergency Department,49,1,397,397
16183,2020 Nov,NHS Greater Glasgow and Clyde,Emergency Department,55,7,608,608
16184,2020 Nov,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,1,1
16185,2020 Nov,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,8,8
16186,2020 Nov,NHS Greater Glasgow and Clyde,Emergency Department,232,16,1176,1176
16187,2020 Nov,NHS Greater Glasgow and Clyde,Emergency Department,0,0,45,45
16188,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16189,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
16190,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16191,2020 Nov,NHS Highland,Emergency Department,1,0,20,20
16192,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,10,NA
16193,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16194,2020 Nov,NHS Highland,Emergency Department,5,2,35,35
16195,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16196,2020 Nov,NHS Highland,Emergency Department,21,0,266,266
16197,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16198,2020 Nov,NHS Highland,Emergency Department,0,0,30,30
16199,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,2,NA
16200,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16201,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16202,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,7,NA
16203,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16204,2020 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
16205,2020 Nov,NHS Lanarkshire,Emergency Department,96,15,715,715
16206,2020 Nov,NHS Lanarkshire,Emergency Department,68,13,573,573
